4x NEMA 17 stepper motors,https://www.amazon.com/STEPPERONLINE-Stepper-63-74oz-Connector-Extruder/dp/B07LF898KN?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=AWQBCGWISS7BL
7x 608 2RS Bearings,https://www.amazon.com/SHKI/dp/B09PKD8QZZ?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3V84ASJQQ5YY4&gQT=22
2x Seeed Studio XIAO RP2040,https://www.seeedstudio.com/XIAO-RP2040-v1-0-p-5026.html?srsltid=AfmBOopiJUbDwbNadHJNimSDGhxUMap2ryfkMWPDDsozkS2J4C68acYjj
4x A4988 Stepper Motor Driver,https://www.amazon.com/Stepper-Printer-StepStick-Envistia-Mall/dp/B07QT7N3T2
2x Blot Boards,https://blot.hackclub.com/
1x Blot Power Board,https://blot.hackclub.com/
1x SG90 Servo,https://www.amazon.com/Micro-Miuzei-Servos-Arduino-Airplane/dp/B0FGQ432JP
Wires,
Screws and Misc,
